expense_id,department_id,vendor_id,expense_date,expense_category,expense_amount
451,5,11,2026-03-08,Training,6449.02
452,1,8,2026-03-19,Salaries,35081.14
453,6,16,2026-01-13,Travel,19323.35
454,8,26,2025-07-03,Office Supplies,68147.64
455,7,33,2025-11-13,Training,56207.69
456,7,9,2025-05-19,Utilities,25785.59
457,5,25,2025-06-23,Office Supplies,19072.09
458,6,5,2025-11-16,Marketing,11320.89
459,1,9,2025-12-20,Software,12855.14
460,5,7,2025-09-10,Travel,36240.56
461,3,3,2026-04-07,Utilities,32817.75
462,8,14,2025-06-12,Equipment,28983.85
463,4,26,2026-04-09,Marketing,36427.41
464,8,27,2026-03-29,Consulting,21568.13
465,6,17,2025-10-22,Software,7688.46
466,7,29,2025-06-12,Office Supplies,66197.74
467,4,21,2025-11-25,Salaries,17594.15
468,7,24,2026-04-23,Utilities,12291.74
469,1,40,2025-10-29,Marketing,77487.8
470,3,21,2025-05-10,Training,41320.04
471,1,4,2026-02-09,Office Supplies,21183.26
472,2,25,2025-06-29,Travel,2971.03
473,4,16,2025-10-11,Training,68440.8
474,4,22,2026-04-08,Equipment,59972.24
475,4,9,2026-01-14,Marketing,8030.66
476,2,34,2025-07-03,Software,64409.79
477,6,27,2025-06-03,Travel,10155.53
478,8,38,2025-11-03,Salaries,66514.6
479,5,38,2026-03-04,Marketing,10891.86
480,3,7,2025-08-15,Training,30093.06
481,8,30,2025-09-13,Software,46794.74
482,1,3,2026-01-02,Office Supplies,73435.57
483,2,25,2026-01-29,Software,2233.11
484,7,11,2025-10-06,Software,16221.15
485,6,24,2026-01-12,Consulting,64839.24
486,8,24,2025-06-05,Software,72453.7
487,5,15,2026-03-31,Utilities,10240.95
488,1,35,2025-09-09,Consulting,4525.7
489,1,26,2026-04-01,Training,65823.99
490,5,34,2026-01-21,Training,39942.05
491,8,14,2026-04-03,Training,54815.43
492,6,10,2025-11-28,Travel,28638.49
493,3,40,2025-09-29,Travel,22361.05
494,2,19,2025-09-04,Consulting,70732.19
495,5,4,2026-01-03,Salaries,49321.47
496,7,3,2026-02-08,Marketing,51958.63
497,7,14,2026-04-14,Consulting,33253.38
498,2,22,2026-02-23,Equipment,38582.96
499,1,26,2025-11-10,Software,22742.19
500,8,22,2026-04-08,Travel,33829.17
501,4,19,2025-12-01,Equipment,20307.25
502,4,28,2025-05-18,Equipment,63690.28
503,2,32,2025-12-30,Training,62662.3
504,7,21,2025-05-31,Utilities,38634.91
505,5,40,2025-08-04,Consulting,27850.71
506,6,5,2026-01-05,Equipment,26067.55
507,2,27,2026-01-25,Office Supplies,14795.36
508,6,2,2026-04-27,Utilities,47970.75
509,7,20,2025-08-24,Salaries,71713.3
510,6,8,2025-08-01,Office Supplies,5158.0
511,3,21,2026-02-19,Consulting,42589.87
512,6,27,2025-06-09,Marketing,77931.4
513,4,3,2025-10-20,Software,20204.64
514,4,19,2025-06-12,Marketing,21688.9
515,1,2,2026-02-24,Salaries,61241.95
516,5,13,2026-01-06,Marketing,46267.52
517,6,16,2026-02-02,Training,28706.97
518,7,12,2026-04-08,Travel,14499.98
519,1,28,2025-06-13,Utilities,64593.71
520,8,32,2025-10-24,Utilities,73161.41
521,5,18,2025-07-08,Salaries,56424.5
522,3,6,2026-01-29,Utilities,75830.92
523,1,16,2025-08-29,Travel,45267.16
524,2,2,2026-04-20,Marketing,67017.4
525,1,33,2025-05-16,Consulting,43598.91
526,1,6,2025-05-22,Travel,39489.7
527,5,20,2025-09-07,Software,4965.35
528,2,3,2026-03-10,Marketing,2084.28
529,4,1,2025-05-26,Consulting,554.34
530,7,17,2025-08-26,Marketing,64612.41
531,3,36,2025-09-21,Utilities,57496.54
532,8,11,2025-09-27,Utilities,5234.7
533,5,33,2025-10-19,Travel,47135.43
534,7,32,2025-06-30,Travel,62062.14
535,5,34,2025-08-07,Equipment,68923.22
536,5,7,2025-11-27,Software,30200.47
537,4,29,2025-10-12,Training,47088.32
538,5,26,2025-12-10,Utilities,24490.33
539,2,7,2026-01-24,Travel,78080.92
540,2,3,2026-03-08,Training,63451.48
541,1,28,2025-07-13,Consulting,52109.83
542,2,4,2025-07-10,Travel,56721.04
543,5,9,2025-07-11,Equipment,55638.05
544,2,35,2025-06-04,Utilities,18247.36
545,3,15,2025-12-27,Travel,30581.54
546,4,21,2026-04-08,Office Supplies,10624.19
547,5,30,2025-09-30,Salaries,75928.65
548,3,40,2025-12-31,Training,68135.18
549,6,31,2026-01-25,Salaries,14975.5
550,6,4,2025-08-06,Utilities,73722.54
551,3,29,2025-11-14,Marketing,51351.92
552,3,17,2026-04-24,Software,74966.68
553,5,19,2025-12-17,Travel,26827.89
554,4,26,2025-06-29,Software,19420.68
555,8,32,2025-08-03,Utilities,13847.05
556,6,15,2025-10-31,Software,65822.11
557,3,33,2026-01-07,Utilities,36007.08
558,8,34,2025-08-11,Office Supplies,17169.9
559,4,36,2025-10-30,Software,28363.25
560,5,9,2025-08-12,Software,57772.88
561,5,16,2026-01-18,Salaries,31182.0
562,4,21,2025-05-08,Training,77543.6
563,4,13,2026-04-19,Training,39700.02
564,3,14,2026-03-13,Training,28422.88
565,1,23,2025-11-01,Training,8563.57
566,6,1,2026-04-19,Consulting,63204.03
567,4,19,2025-08-24,Marketing,13431.19
568,5,16,2026-01-23,Software,64035.97
569,4,3,2025-12-03,Salaries,23945.23
570,8,36,2025-07-05,Utilities,21259.65
571,7,5,2025-06-02,Software,6398.93
572,8,28,2025-10-23,Travel,71090.54
573,7,20,2025-09-16,Travel,58692.81
574,2,5,2025-12-19,Equipment,75375.81
575,7,39,2025-08-29,Software,27367.07
576,5,22,2026-01-08,Consulting,56508.12
577,3,27,2025-10-16,Training,75424.16
578,1,28,2026-01-28,Travel,48781.75
579,3,2,2025-08-10,Training,12989.75
580,5,7,2025-10-29,Software,26822.02
581,4,34,2026-03-29,Marketing,33037.75
582,5,31,2025-08-30,Equipment,57902.03
583,1,4,2025-07-21,Equipment,21588.55
584,7,11,2025-10-01,Office Supplies,24143.35
585,8,31,2026-04-01,Software,4446.02
586,3,37,2025-11-08,Equipment,67268.43
587,2,26,2025-06-15,Travel,4833.14
588,7,26,2025-08-05,Salaries,34494.67
589,2,13,2025-09-30,Office Supplies,65999.84
590,4,6,2025-12-13,Consulting,16374.15
591,4,15,2025-09-21,Salaries,16952.76
592,8,17,2025-12-14,Office Supplies,78176.09
593,1,25,2025-08-27,Consulting,67579.64
594,2,26,2026-01-31,Office Supplies,62897.69
595,8,4,2025-08-27,Consulting,39383.2
596,4,25,2025-05-13,Office Supplies,7745.38
597,4,1,2026-03-23,Equipment,31308.41
598,5,11,2026-01-15,Utilities,70896.67
599,4,13,2025-10-05,Utilities,15333.34
600,7,29,2025-08-19,Salaries,21432.03
601,8,2,2025-05-08,Consulting,21440.36
602,6,14,2025-12-10,Office Supplies,45357.6
603,7,13,2026-04-05,Travel,60302.69
604,6,19,2026-01-26,Software,7313.73
605,6,6,2026-03-03,Utilities,64750.32
606,8,16,2026-02-18,Training,77671.09
607,2,13,2025-05-24,Marketing,44511.35
608,7,23,2026-04-23,Training,65563.21
609,7,25,2025-12-26,Training,77267.4
610,5,25,2026-02-18,Consulting,46030.79
611,6,37,2025-11-13,Marketing,38362.85
612,3,34,2026-03-24,Software,31886.95
613,8,7,2026-04-21,Salaries,40417.07
614,6,34,2026-04-20,Equipment,64135.8
615,7,8,2025-08-24,Travel,10062.41
616,6,2,2026-03-02,Consulting,14243.88
617,4,35,2026-03-11,Travel,77787.11
618,7,5,2025-08-02,Marketing,10531.79
619,7,21,2025-12-26,Training,6730.3
620,2,22,2026-03-12,Training,16552.58
621,5,32,2025-09-18,Travel,66811.6
622,4,11,2025-07-29,Office Supplies,25920.08
623,2,7,2026-01-07,Software,7418.68
624,3,37,2025-07-17,Equipment,32089.72
625,7,5,2026-01-01,Utilities,68601.62
626,2,6,2025-08-10,Equipment,36923.5
627,1,29,2026-01-23,Salaries,63030.78
628,4,16,2026-02-22,Equipment,62644.01
629,2,21,2026-02-08,Software,33448.17
630,6,25,2026-02-27,Travel,45544.22
631,1,38,2026-01-16,Software,74031.79
632,4,36,2026-01-24,Software,62966.78
633,2,36,2026-03-26,Equipment,70470.79
634,8,39,2025-06-27,Training,21498.86
635,1,13,2026-01-03,Consulting,45975.85
636,3,10,2025-06-11,Consulting,3478.52
637,8,31,2026-04-20,Office Supplies,32536.43
638,3,12,2026-01-03,Training,3583.21
639,8,11,2026-01-11,Utilities,55395.84
640,3,4,2025-05-20,Salaries,59787.11
641,1,35,2025-09-01,Office Supplies,71813.99
642,3,14,2026-03-07,Salaries,27360.35
643,2,19,2025-10-23,Office Supplies,25220.47
644,5,13,2025-05-17,Consulting,68729.67
645,3,28,2025-12-16,Software,77813.48
646,7,12,2025-09-23,Marketing,11183.65
647,2,8,2026-02-13,Consulting,62035.46
648,3,5,2025-06-25,Utilities,21918.89
649,4,30,2025-06-09,Training,48595.84
650,6,30,2026-04-23,Software,15440.89
651,8,24,2025-08-27,Marketing,73117.91
652,6,8,2025-09-08,Training,59405.11
653,3,23,2026-02-19,Equipment,69441.52
654,2,8,2025-10-13,Salaries,41463.94
655,1,35,2025-07-12,Travel,5716.55
656,4,16,2025-07-21,Equipment,32569.12
657,1,28,2025-06-25,Equipment,70406.94
658,8,6,2026-03-06,Salaries,14312.12
659,4,18,2025-11-30,Marketing,67039.65
660,4,39,2026-04-10,Marketing,3129.15
661,6,17,2025-09-24,Salaries,73483.47
662,7,2,2025-11-27,Marketing,22281.21
663,5,5,2025-11-15,Consulting,40657.55
664,4,36,2026-04-24,Software,54653.36
665,5,37,2025-08-18,Marketing,30111.11
666,3,10,2026-03-23,Consulting,14617.9
667,2,15,2025-07-07,Consulting,47156.98
668,7,35,2025-08-12,Utilities,27867.8
669,7,28,2026-04-24,Office Supplies,60042.41
670,7,12,2026-03-21,Software,23163.02
671,8,10,2025-11-08,Training,4447.26
672,2,16,2026-03-14,Marketing,68640.34
673,3,13,2025-08-27,Marketing,54376.77
674,8,20,2026-02-18,Office Supplies,52301.19
675,3,23,2026-04-08,Equipment,2094.16
676,8,40,2025-09-13,Salaries,38190.73
677,6,2,2026-03-13,Travel,51966.04
678,5,6,2025-06-18,Salaries,18289.72
679,3,38,2025-11-02,Office Supplies,57162.87
680,1,21,2025-06-03,Office Supplies,34192.64
681,2,28,2025-06-28,Training,68201.1
682,2,10,2026-02-21,Consulting,20533.9
683,3,2,2025-07-31,Consulting,24520.53
684,6,37,2026-04-04,Equipment,66032.71
685,3,5,2026-01-22,Training,46966.73
686,6,40,2026-02-10,Salaries,41165.34
687,6,35,2026-01-21,Utilities,45135.84
688,2,23,2025-10-06,Office Supplies,24228.84
689,7,34,2026-03-29,Software,38798.2
690,1,7,2026-03-13,Utilities,79074.7
691,8,17,2025-12-07,Utilities,68988.58
692,4,40,2025-09-24,Office Supplies,52661.51
693,3,32,2025-06-09,Office Supplies,15474.63
694,4,28,2026-03-08,Equipment,61355.21
695,2,7,2025-10-05,Salaries,64531.67
696,2,15,2025-05-10,Training,53012.16
697,1,8,2025-08-15,Travel,57842.01
698,8,16,2025-11-29,Consulting,79798.79
699,5,29,2025-06-21,Office Supplies,72599.47
700,7,8,2025-10-28,Training,31367.86
701,1,13,2025-09-25,Salaries,46850.38
702,5,1,2026-01-21,Marketing,27781.78
703,5,14,2026-02-19,Marketing,55062.29
704,1,22,2026-01-21,Consulting,72568.86
705,2,39,2025-08-14,Utilities,40831.53
706,7,12,2025-12-18,Travel,67330.78
707,4,13,2025-09-29,Equipment,14900.3
708,1,24,2026-03-20,Software,37927.08
709,8,19,2026-01-07,Office Supplies,58152.34
710,2,29,2026-05-05,Equipment,61152.0
711,3,18,2025-09-26,Travel,75780.41
712,8,27,2025-06-16,Utilities,52527.55
713,2,26,2026-01-22,Marketing,28745.03
714,6,10,2025-08-03,Office Supplies,33927.57
715,1,12,2025-11-04,Utilities,30048.75
716,7,19,2025-05-14,Office Supplies,37368.97
717,8,33,2025-12-31,Software,37907.66
718,7,5,2026-04-13,Software,38041.46
719,6,5,2025-12-09,Marketing,40287.95
720,6,31,2025-09-09,Training,42622.16
721,4,13,2026-04-25,Training,4797.93
722,3,21,2025-12-27,Travel,11420.54
723,3,10,2025-07-29,Marketing,27742.26
724,7,35,2026-01-11,Consulting,11886.32
725,1,14,2025-05-29,Travel,62425.82
726,6,37,2026-01-06,Consulting,26944.04
727,7,36,2026-03-20,Travel,25416.42
728,6,25,2025-11-01,Salaries,874.72
729,1,3,2026-04-23,Office Supplies,17145.9
730,2,40,2026-02-01,Travel,46314.17
731,3,11,2025-08-30,Travel,39421.38
732,3,14,2026-01-12,Software,10787.77
733,6,16,2025-10-10,Training,50862.26
734,2,7,2025-06-19,Training,34607.52
735,2,14,2025-06-28,Consulting,30973.66
736,2,26,2025-05-22,Salaries,42935.72
737,1,14,2025-05-19,Utilities,76030.45
738,8,29,2025-08-31,Utilities,60669.4
739,2,15,2025-11-12,Equipment,15650.85
740,4,5,2025-06-19,Salaries,50321.61
741,7,23,2025-06-11,Marketing,18488.12
742,8,25,2025-08-04,Utilities,25311.33
743,6,38,2026-04-14,Software,30992.26
744,2,25,2025-11-29,Office Supplies,13778.1
745,5,22,2025-06-26,Salaries,24207.08
746,6,18,2025-10-02,Office Supplies,36746.14
747,4,13,2025-10-28,Equipment,47911.41
748,5,22,2025-09-26,Utilities,34976.39
749,5,29,2026-01-20,Travel,27747.26
750,3,20,2026-02-17,Consulting,29060.45
751,5,30,2026-01-30,Marketing,13608.24
752,3,28,2025-11-30,Training,2020.42
753,8,23,2025-10-14,Marketing,58309.92
754,1,38,2025-12-19,Travel,17289.62
755,5,39,2026-02-17,Salaries,47380.58
756,5,24,2026-02-11,Travel,10291.38
757,3,27,2025-07-04,Salaries,30327.8
758,3,28,2026-04-13,Office Supplies,61814.35
759,3,36,2025-10-13,Salaries,47716.96
760,7,38,2026-01-14,Salaries,53126.61
761,6,1,2025-06-12,Salaries,4334.69
762,3,16,2026-03-24,Software,33633.66
763,4,32,2025-11-11,Training,10325.81
764,3,36,2025-12-30,Office Supplies,38214.51
765,8,2,2025-10-10,Travel,16836.85
766,1,19,2026-05-04,Salaries,24438.76
767,1,28,2025-08-21,Software,53167.4
768,3,33,2025-05-17,Office Supplies,50012.42
769,5,3,2026-01-28,Travel,33796.65
770,1,22,2025-09-25,Software,41170.99
771,2,14,2025-07-28,Software,22975.19
772,4,12,2025-10-24,Software,40070.26
773,2,25,2025-10-24,Marketing,62347.73
774,6,31,2025-08-04,Equipment,77863.02
775,6,26,2026-04-02,Utilities,56423.22
776,8,20,2025-09-22,Office Supplies,13249.7
777,4,37,2025-06-12,Equipment,39960.2
778,8,5,2026-01-26,Marketing,55212.21
779,4,40,2025-09-24,Consulting,26782.99
780,1,12,2025-12-02,Salaries,1513.58
781,3,1,2026-04-20,Software,72596.96
782,7,17,2026-01-10,Consulting,12356.99
783,2,3,2025-09-21,Software,62472.33
784,3,27,2025-05-28,Software,58023.31
785,1,1,2025-10-06,Software,72429.96
786,2,38,2025-08-20,Marketing,36811.72
787,4,26,2025-07-17,Office Supplies,21497.94
788,5,28,2025-06-21,Salaries,8434.81
789,1,9,2026-03-30,Travel,69994.17
790,7,23,2026-03-21,Office Supplies,29137.07
791,8,24,2025-10-28,Utilities,34366.62
792,4,31,2025-06-09,Software,8052.38
793,1,2,2026-01-17,Salaries,1268.95
794,1,1,2025-07-26,Travel,53236.72
795,1,36,2026-01-09,Travel,26628.54
796,5,27,2026-01-08,Consulting,76429.59
797,2,18,2025-12-22,Office Supplies,70338.81
798,6,1,2025-05-13,Software,30123.46
799,1,39,2025-05-24,Utilities,15038.12
800,6,7,2026-03-06,Training,32319.89
801,2,33,2025-09-11,Consulting,22110.73
802,6,37,2025-08-07,Training,55347.24
803,3,6,2025-06-22,Consulting,64091.98
804,8,16,2026-03-06,Travel,9488.0
805,1,10,2025-12-10,Salaries,78534.75
806,6,26,2025-07-23,Travel,8745.19
807,6,33,2025-05-31,Consulting,64280.05
808,7,35,2026-03-23,Consulting,14910.21
809,2,19,2026-02-26,Training,62443.56
810,1,8,2025-12-06,Salaries,69074.77
811,3,32,2025-07-24,Travel,38904.83
812,4,31,2025-12-18,Consulting,9478.53
813,5,7,2025-07-27,Training,35534.69
814,6,15,2026-03-16,Software,21298.22
815,3,23,2026-04-07,Utilities,1482.64
816,2,28,2025-08-03,Equipment,61518.53
817,2,6,2025-09-09,Marketing,78242.7
818,2,16,2026-03-01,Utilities,41768.42
819,4,39,2025-07-01,Software,34911.41
820,6,36,2026-03-07,Marketing,38813.41
821,7,1,2026-04-19,Training,12318.03
822,5,6,2025-12-22,Equipment,71418.92
823,4,17,2025-05-06,Salaries,1425.77
824,3,28,2025-08-20,Travel,40692.62
825,1,38,2026-04-03,Consulting,68223.76
826,6,10,2025-06-30,Travel,6451.79
827,2,21,2025-06-24,Consulting,25990.39
828,6,14,2025-11-30,Utilities,77626.53
829,5,13,2025-08-10,Salaries,40800.88
830,4,21,2026-03-11,Equipment,51643.73
831,2,12,2025-07-11,Training,65459.71
832,6,37,2025-06-16,Software,36998.02
833,2,13,2026-01-16,Consulting,7497.58
834,3,26,2026-04-06,Consulting,36041.92
835,5,25,2025-05-15,Software,78463.32
836,6,34,2025-06-25,Salaries,8660.14
837,1,23,2025-05-10,Training,3348.64
838,1,13,2025-09-21,Equipment,513.49
839,4,2,2026-03-07,Software,63446.77
840,8,8,2026-03-07,Office Supplies,71263.82
841,4,23,2025-08-05,Equipment,16944.67
842,2,31,2025-12-19,Consulting,76053.23
843,6,8,2025-09-07,Utilities,66112.22
844,4,36,2025-05-11,Marketing,67623.24
845,3,13,2025-07-11,Utilities,45031.99
846,3,12,2025-08-16,Consulting,57474.32
847,1,25,2025-05-25,Utilities,57415.12
848,8,3,2025-06-23,Software,8246.24
849,8,37,2026-02-17,Marketing,674.66
850,2,33,2025-10-15,Utilities,66475.77
851,5,16,2025-11-25,Office Supplies,44041.4
852,7,24,2025-06-18,Utilities,56316.64
853,5,15,2026-02-18,Salaries,71801.73
854,4,14,2025-05-29,Consulting,11665.71
855,3,29,2025-11-05,Training,9003.44
856,3,35,2025-10-26,Marketing,15409.7
857,1,3,2026-03-03,Training,17639.37
858,7,31,2025-09-22,Marketing,57484.64
859,5,34,2025-11-20,Software,60693.37
860,6,11,2025-12-21,Salaries,74166.81
861,4,13,2025-06-16,Software,61885.54
862,7,39,2025-10-27,Consulting,36862.34
863,4,36,2025-11-16,Equipment,11203.56
864,2,32,2025-07-30,Consulting,844.84
865,8,39,2025-12-29,Salaries,44481.49
866,4,37,2025-05-21,Training,67185.88
867,6,22,2026-02-11,Consulting,73987.48
868,1,3,2026-03-05,Travel,55499.51
869,5,33,2026-04-22,Travel,58574.33
870,1,4,2026-04-06,Travel,8732.54
871,4,21,2026-01-15,Utilities,40576.75
872,1,34,2025-11-23,Training,33783.85
873,8,8,2025-08-30,Marketing,22250.87
874,3,39,2025-10-29,Utilities,77654.09
875,4,3,2026-01-09,Consulting,64481.35
876,2,30,2025-05-17,Travel,33313.27
877,5,34,2025-05-28,Equipment,24263.59
878,5,19,2025-11-07,Equipment,68926.25
879,5,36,2026-03-30,Equipment,50790.37
880,6,25,2025-10-07,Marketing,17172.16
881,3,26,2025-10-17,Office Supplies,55085.6
882,1,38,2026-01-26,Travel,78516.17
883,6,15,2025-06-15,Travel,40559.53
884,8,16,2025-11-11,Utilities,56973.04
885,7,23,2026-02-05,Utilities,45201.28
886,5,30,2026-04-23,Training,54102.36
887,1,37,2025-10-24,Equipment,23231.27
888,6,23,2025-06-02,Training,64760.23
889,7,15,2026-04-19,Equipment,8964.4
890,5,19,2025-06-05,Training,12053.47
891,3,23,2025-09-07,Salaries,16392.24
892,2,13,2025-12-27,Travel,78690.83
893,1,9,2025-07-01,Office Supplies,12141.06
894,5,14,2025-05-30,Salaries,55402.29
895,2,11,2025-06-23,Office Supplies,16718.07
896,5,31,2025-08-19,Equipment,3068.36
897,6,35,2026-01-02,Consulting,8647.16
898,3,30,2026-01-05,Equipment,69254.9
899,6,35,2025-12-18,Equipment,31416.49
900,3,14,2025-12-03,Equipment,62852.42
